arms_category,0,1,2,3,4
age_29.0,-0.07297277214667243,0.24283407110075486,0.2052786507081691,0.17457245002525654,0.27770742248614416
age_30.0,-0.03132379925285913,0.3260204780119315,0.1625350022663301,0.7459961629375348,0.033530128594079237
age_31.0,0.14929691326322625,-0.16386206178728607,-0.4277579831389309,0.04956015506115339,-0.0642442809097636
age_32.0,0.2398933255734362,-0.1212990659165462,0.01693741310957353,0.023319402342420262,0.4071061509757912
age_33.0,0.1458324114548664,-0.04777654580682623,0.029215510867104385,0.18211835937984147,0.13327522133742922
age_34.0,0.028022704150332395,0.032375213870818126,-0.053082665111990744,-0.17712949016537835,0.5401877239012554
age_35.0,-0.14708760092132042,0.25352727563281524,-0.05725765997966223,-0.3344952268727887,-0.043892367921167526
age_36.0,-0.04758261786861194,0.34420609175151967,0.610479811438297,-0.26560350818714984,-0.44813173899106895
age_37.0,0.11175888753347991,0.3859437672642257,-0.2982902432959594,-0.0780719811433437,-0.10593090379099862
age_37.11793090137039,0.06942949312431468,0.3291709849100556,0.2893038558602289,-0.2419406579837719,0.40480814161247186
age_38.0,0.10509704745704332,0.31396602453814937,0.5707361158185726,0.07402139684932046,0.11066174383124162
age_39.0,-0.1553535866615908,-0.13177147769497155,-0.16714424390535387,0.09781625999146072,0.3710991640451775
age_40.0,-0.049454299427916584,-0.266866830182841,0.2972254055601735,-0.27985213253616736,0.00793218094010796
age_41.0,0.2646284258894448,-0.002218559370378732,-0.008666952523830575,-0.04843809183921338,-0.0037090633883045884
age_42.0,-0.47213528435234625,0.12357907709294359,0.3333760398660114,-0.3987714047739022,0.31580850941590716
age_43.0,-0.31067386146090603,-0.12399055930221509,0.05368848605852629,-0.2103029326463046,-0.4025153430342092
age_44.0,-0.14827415193665064,-0.2648025022807056,0.4086490790783896,-0.4841974508122207,0.23143054368754531
age_45.0,-0.19045933032302184,-0.184932119249589,0.11694092830459363,-0.1659669387737445,0.415545200631495
age_46.0,-0.5892744328648618,-0.09691387464159856,0.33092012301465334,0.36235823420066415,-0.3457428070154467
age_47.0,-0.24193948812498195,-0.09962690597570664,-0.22463542740485126,-0.13132866347289834,-0.048380442182609715
age_48.0,-0.3650175362914337,-0.28578012286842386,0.5088141611642477,0.2037558287194648,-0.00952556445361694
age_49.0,-0.556548676505926,-0.23735822150470584,0.13196634916680822,-0.4477444650477813,-0.3308525690873513
age_50.0,-0.752324100635055,-0.4260022343462727,0.4989388367950375,-0.4600764725124546,0.254535380043551
age_51.0,-0.32571952906752333,-0.7150031093291117,1.1207293695141987,-0.11061112132057442,0.04300423490538412
age_52.0,-0.5506594672879722,-0.22131442567942022,-0.4943145601851858,-0.3240080480616089,-0.1066155305016491
age_53.0,-0.5596283631309847,-1.0171215570636196,0.7175819204890044,0.13873465711313424,0.05494253848917574
age_54.0,-0.6746027802025404,-0.6882192324953526,0.39314108128090997,0.15747826274856863,-0.8435729314591465
age_55.0,-0.6522838011032868,-0.009377121677546795,0.5078585092577003,0.06898573175511145,0.14926415205710855
age_56.0,-1.0939321864693554,-0.5109677932475791,0.3904493977528033,-0.08165951608854932,-0.7889442006903956
age_57.0,-0.38138724545958613,-1.0204145271153138,-0.3127488848311107,-0.31920417327175765,0.47027608734893905
age_58.0,-1.0543366666969372,-0.8757784048106977,-0.13247673193831672,-0.5610688961262972,-0.03222306213890522
age_59.0,-0.37649979039909315,-0.88321899423537,0.7100813934954762,0.11756739034437912,-0.175614628536818
age_6.0,0.3363451371683325,1.9618419412538695,0.04816851277115346,-0.1953661378991419,-4.119975873276159
age_60.0,-0.7162208131314232,-0.7064998029651752,0.08301808384428681,0.2588234190483106,-0.8320197894340362
age_61.0,-0.254057090676061,-0.7379557182250278,0.3075891881078128,0.3172565114657934,-0.7677783152483205
age_62.0,-0.5133711446536986,-0.8799741372420974,0.5485752323025697,-0.7591332101354021,-0.5199473957971856
age_63.0,-0.8731769727764749,-1.1260435150840775,-1.2598917023840253,0.035393279525933644,0.026793554222859572
age_64.0,-0.40778211973918294,-1.7206721574280361,0.7067981370944486,-0.4200239640270183,-1.2310824521443975
age_65.0,-0.2442093797553026,-1.7449877934967954,0.43400845233813945,-0.6098155205388233,-0.33925113516647887
age_66.0,-0.3436802534582478,-1.9823874361141096,-0.3777172166853352,-0.1945247644729905,0.4078143837897124
age_67.0,-0.2929883051131087,-1.6286911159402682,-0.5442793095433982,0.0050686604169390345,-0.4081197952628811
age_68.0,0.4510328488918401,-2.130424355949767,-0.9992959374277666,0.6162083392760316,0.8786535773602103
age_69.0,-0.9287111329979824,-1.0173730433702373,0.2585297682992169,-0.8212800784500156,-0.6129272929245265
age_70.0,-0.48292499095858243,0.016053677475559067,0.8951718327876285,-1.9452792071041853,1.367252099032049
age_71.0,-0.12281835578861067,-0.8983334296720897,-0.05485282456474924,-0.34042869237494816,-1.0276873593579638
age_72.0,-0.8023807575730304,-2.249453669277002,0.13141345067746385,0.18342598105043723,-0.29192453567376997
age_73.0,-0.0927390168438339,-0.6765333492884169,0.273782144461841,0.6278359233301113,0.5620376139952878
age_74.0,0.3325557703537485,-2.0447129936906405,-1.1335480048942292,0.4371059110465896,0.31851524761520084
age_75.0,-0.6786083822218609,-1.9794487458256145,0.7792287017946611,-0.6306719582160584,-0.1444477755061902
age_76.0,-1.1295998086749064,-1.6291204996704158,0.1770668060254439,0.37551634253542265,-0.41088449269097815
age_77.0,0.39882221962648906,-1.571335877848635,1.267010387720942,-1.3614847706305506,1.0448257128205634
age_78.0,-1.004720739481961,0.12391788939135381,-0.07928396431858191,-1.2474132884643303,3.5024411690486117
age_79.0,-1.3208887822221478,-3.1338386593488585,0.26669696320841174,0.587341649815417,1.1473687738773548
age_80.0,3.34460552976391,-1.4942722128225805,1.118414552746744,-3.439567108123333,17.141203746543937
age_81.0,-0.21696881083894784,-2.792368562517384,-2.090048345066059,-0.2261555581547293,-0.8828417717349818
age_82.0,-0.30784176727828905,-2.280853561500753,1.7823810158941642,-2.5634810564919928,0.26189174131842136
age_83.0,-1.9640431675330101,-1.57029778193906,0.5128313781256878,0.03853795665803837,-1.4745788921648488
age_84.0,-0.8880397117762485,-1.2230905867194273,0.9046957910041353,-0.9708744332478604,0.18530310006407702
age_91.0,0.3142915864874165,-2.7367110720254137,-0.1347396191505189,0.7473737734194388,0.84826427946605
gender_F,-0.291580604931852,-0.027791399612942,0.5308670473368781,0.22498178080375858,-0.4125992341431773
gender_M,0.013852106632756628,0.0013202847665466542,-0.025219876847589973,-0.010688199302040197,0.01960133318634415
race_Asian,-1.1391292707093101,0.977189338851907,0.46919167156985075,1.6633533325754681,0.5390797547009077
race_Black,0.619297103093671,0.012352659905468955,-0.7810187549663785,0.519578959051364,-0.4792758562895904
race_Hispanic,0.0016361646424331744,1.0708059996954278,-0.11941031561885365,-0.579546871351584,0.8786934274364601
race_Native,-0.10016385633062222,0.513869444119019,0.16234133543350235,-0.7593775885648063,1.0555810482748176
race_Other,-0.7590907952603757,1.39988700750849,3.066480669567712,6.1155736062287485,1.4544486862375137
race_White,-0.26459422422488166,-0.47659764369850305,0.3707519898527887,-0.2183643586470051,-0.15055116557989437
state_AK,0.1998406093071435,-0.15942080804012765,0.09631951547895522,-0.2982218214230177,0.9012499898873999
state_AL,0.23759072299166853,-0.8212472983210383,0.301311375249788,-0.3804901600033499,-0.4849315199676527
state_AR,0.18901790608213548,-0.7040695843835297,0.10163740942974185,0.17416010846581573,-0.8836846215162378
state_AZ,-0.05143976223742994,0.30633315241400766,0.21941159538512472,-0.6689151854904385,0.8905671246105455
state_CA,-0.30486630202490855,1.0269762885024791,-0.19817506263292944,-0.2411287208723413,0.4941435531286805
state_CO,0.38913305059101944,0.09975903786785152,0.26387499401919445,-0.1889230910385723,0.5839712232266191
state_CT,-0.16428931271031713,0.7823737676669431,0.26453035088845045,-0.13736826960096044,-0.3762897272864954
state_DC,0.7147690395101861,-0.5271657662585748,-2.381550622782201,1.3967213862401733,-0.862533708804093
state_DE,0.5620206332032941,0.05890028040339314,-0.3597082745103093,-0.08387644654421164,-2.2756920454483875
state_FL,-0.03457297562649623,-0.2128148017136478,0.10223736224352484,0.2562263086362758,-0.45026653185332083
state_GA,0.3012480661234801,-0.4704263949854063,-0.7688647550690508,0.4406888012822109,-0.1216137101331272
state_HI,-0.934965295187899,1.6233479187671325,4.488269871970728,8.259630998341065,2.3121634274034015
state_IA,0.4145380128256182,-0.14518204426010897,0.4439507751076345,0.001583045399695799,-0.37605880293301774
state_ID,-0.15243787588526708,-0.7915679064601227,0.9942271717641511,-0.6946674883175706,0.4635059581414153
state_IL,1.0122279103556875,0.21821819960301062,-1.0647068444750218,0.4037618422366917,-0.3900115531058218
state_IN,-0.1908835843746532,-0.7391844136534351,-0.03045060657515615,0.006344626876817452,-0.36316568828530665
state_KS,0.1409479037399158,-0.34953959520067324,1.1652725968167916,-0.10708772746589411,-0.069616887242797
state_KY,0.2213598832770037,-0.7026167554047572,0.9714984334686131,-0.5642648179978923,0.16829685003612824
state_LA,0.6937010913494797,-0.12607284111705894,-0.32316571481204487,0.35239449869419115,-1.3057723735821665
state_MA,-0.3236244260843904,-0.002853194173283266,0.10577081109503207,0.17883322010059194,0.09141611864673668
state_MD,0.17397604943388675,-0.010648689055355171,-1.0212437646656076,0.6521751614725088,-0.7934581214049198
state_ME,0.04238882780801266,-0.5571931680358679,1.4292510083456158,0.13673898575676155,-0.4971665476890259
state_MI,-0.21444224084182978,-0.6798874053134821,-0.09177237364355796,0.38211795764026096,-0.3725232965942279
state_MN,-0.6606929861598074,-0.04072997255440952,-0.3207902384787237,0.416909590091752,-0.26446345391389775
state_MO,0.7380278360269295,-0.5420085312548546,-0.00840140088322507,0.272569654034768,-0.2113178802431388
state_MS,0.9249048419532634,-0.3509077300787221,0.32322675095665543,-0.23253795783089895,-0.5018964575609829
state_MT,-0.1812138793311941,-0.20984875629560817,1.312873371626001,-0.797656249864017,0.19773606170597544
state_NC,0.059564898518051954,-0.6992502419018771,-0.12642453046789695,0.03372235048920448,-0.30471676637144524
state_ND,0.2831285191401154,0.4727169197558928,0.6733197597675294,-0.8351333856604086,0.9848059323111362
state_NE,-0.4863877275089864,-0.5772550398994487,-0.1274032543306104,0.06911434545065887,0.5967270922930055
state_NH,-0.9471398822335615,-0.8086652209301933,1.4067233199148768,-1.1661142311298551,-1.4642817067898537
state_NJ,0.23403912948029157,0.2837527061704163,-0.2799476529539379,0.06553035784698735,-0.8033756411140455
state_NM,0.21831372146123426,0.902460263737946,0.04798237210604772,-1.2950654631428153,1.1488850429038304
state_NV,-0.13064465103206116,0.23859806524731925,-0.06306279846380139,-0.32621059235164584,0.5871783686981467
state_NY,-0.41629555478079155,-0.5269609410447055,-1.34466157081797,0.3961768338341447,-0.2323227322312591
state_OH,-0.02408560346419808,-0.34315479036987023,-0.286468057979162,0.7701468974694937,-0.8338198608409486
state_OK,-0.2466682923428765,-0.2938703314349286,0.1686971331080656,-0.17838089619390804,0.106236245664498
state_OR,-0.6633137543029602,-0.13238445274037242,0.7113547541386859,-0.7925938388279294,-0.3789769005332829
state_PA,0.19997528590486432,-0.4384112013315278,-0.2959316861945085,0.39733998691389955,-0.24830854207461722
state_RI,3.495063878313621,-0.2782414487292128,-0.2764785558891414,-1.7996584581723627,11.36621069064693
state_SC,0.04753028020340122,-0.7118344792624296,-0.030465260101867023,-0.006788554780514394,-0.4090126714229666
state_SD,-0.4192035806071643,-1.0784066589351446,0.5655737699995937,-0.07828967501055403,1.435325389060894
state_TN,0.013318820165239217,-0.6302659780940152,0.5832025173038028,0.1383256323323029,-0.2431187165775683
state_TX,0.14419397536581918,0.3076042048242877,-0.10230690208560429,-0.04718109751492312,0.29860086781068207
state_UT,-0.26423727892860605,0.3811510423674958,0.21051382702756655,-0.38161039264889496,-0.10154049858142113
state_VA,-0.04907843044656206,-0.4620911042339324,-0.6300698285710247,0.2822169140401364,-0.6339154884759978
state_VT,-1.0910052361626092,-0.5390582293731156,-0.2882045982284027,-0.07366556172473518,-0.5853168755228059
state_WA,-0.6954309206560554,0.36862084622052105,0.36940699177304326,0.13730623252689436,-0.3406933151174351
state_WI,-0.4103666245528211,-0.283449095245159,-0.027351988116947543,-0.23231856685192606,-0.06652218864848569
state_WV,0.044344621488988316,-0.7631656937706364,1.1027895896436517,-0.8973432575338809,0.6266691393440624
state_WY,-0.8644680983942454,0.057844894093530955,0.41204160848156723,-1.0637046681680302,-0.5359166310379913
signs_of_mental_illness_False,0.28881450459668073,0.06767138855302009,0.027432511857213238,0.013600013727190453,0.06698818483993048
signs_of_mental_illness_True,-0.9929144165282076,-0.2326472397035837,-0.094310140491889,-0.04675544157162799,-0.23029845595015022
threat_level_attack,0.17445362994720953,-0.3944948710419264,-0.08446402988090589,0.10595632074583089,0.2606672722198395
threat_level_other,-0.4960494934191734,0.6510301417678042,0.0754806099488351,-0.06746620058772725,-0.3092385004815157
threat_level_undetermined,0.9985031657551466,1.216568772325034,0.7322317025209744,-1.119486082409555,-1.6965804419272266
flee_Car,0.9348423153231374,0.2800534210644426,0.9118431144394977,0.014928159122208785,-0.14606511769198796
flee_Foot,0.6428986890558251,0.3373470585167213,-0.9386224595746795,0.24546250362096664,0.24871373471994732
flee_Not fleeing,-0.43578578490554765,-0.1826491983356154,-0.07176919909475077,0.00862560779478414,-0.007987048081659044
flee_Other,0.4440501668776,0.3196121379021322,0.20953059451312284,-0.5453736404395637,-0.042657284521769416
body_camera_False,0.03436320691020043,-0.04426442495055981,0.0946468429184617,-0.01281705302928441,-0.0059121121935879276
body_camera_True,-0.25665391735525056,0.3306047102276229,-0.7069038423512113,0.0957287507394833,0.044156727231349356
arms_category_Blunt instruments,-1.2421665389800571,0.4653928970044529,-0.23344309365200855,-0.7169544134794741,0.36029738060614097
arms_category_Electrical devices,-0.1485424058594431,0.17983033250428518,-1.0180073373008223,0.5476592266586021,0.27329972923793877
arms_category_Explosives,-1.5833229682767365,0.5124832242470435,1.018483588750685,-0.6146824643810291,1.5033329653168157
arms_category_Guns,0.23668529886815762,-0.4839522340733361,-0.11034921938851659,-0.006238172206840392,0.2693003674266102
arms_category_Hand tools,-3.465300325409509,3.070877166642099,-3.550367711378307,2.8827862019740933,-1.0996082859894738
arms_category_Multiple,0.25419067064090856,0.4428125608875738,1.065072243465763,0.8579085703956673,1.106521141976885
arms_category_Other unusual objects,-0.4721437285270807,-0.06602403905760015,-0.7668810888859352,-0.012548244895608601,0.1605336964692491
arms_category_Piercing objects,-1.5407140003397697,0.4544989338676489,0.2826159427410776,0.7196638424865953,0.4625281440581358
arms_category_Sharp objects,-1.1841011575648202,0.6043784477039303,-0.13969413196339464,0.09672806523890978,-0.19984645936697615
arms_category_Unarmed,0.18209418681813852,0.9709505825221175,-0.42913748484028397,0.24295704120322728,-0.8248724525422022
arms_category_Unknown,0.8703296185599122,0.9879224248776999,1.2736991114892169,-0.6351369945696126,-1.0675285955539184
arms_category_Vehicles,1.4359004678746563,0.014790290008280586,1.406022569540822,1.0592518467138277,-0.05790388806784916
